FILES,width,height,file_size,region_count,region_id,region_shape_attributes,region_attributes,class_name,box_height,box_width,box_y,box_x,CX,CY,w/bw,h/bh
image_file_42.jpg,275,183,9772,24,6,"{""name"":""rect"",""x"":183,""y"":152,""width"":16,""height"":22}","{""class_name"":""Boot""}",boot,22,16,152,183,191.0,163.0,0.05818181818181818,0.12021857923497267
image_file_42.jpg,275,183,9772,24,7,"{""name"":""rect"",""x"":213,""y"":154,""width"":21,""height"":22}","{""class_name"":""Boot""}",boot,22,21,154,213,223.5,165.0,0.07636363636363637,0.12021857923497267
image_file_42.jpg,275,183,9772,24,8,"{""name"":""rect"",""x"":131,""y"":164,""width"":31,""height"":16}","{""class_name"":""Boot""}",boot,16,31,164,131,146.5,172.0,0.11272727272727273,0.08743169398907104
image_file_42.jpg,275,183,9772,24,9,"{""name"":""rect"",""x"":150,""y"":161,""width"":28,""height"":17}","{""class_name"":""Boot""}",boot,17,28,161,150,164.0,169.5,0.10181818181818182,0.09289617486338798
image_file_42.jpg,275,183,9772,24,10,"{""name"":""rect"",""x"":254,""y"":139,""width"":13,""height"":13}","{""class_name"":""Boot""}",boot,13,13,139,254,260.5,145.5,0.04727272727272727,0.07103825136612021
image_file_42.jpg,275,183,9772,24,11,"{""name"":""rect"",""x"":225,""y"":140,""width"":17,""height"":12}","{""class_name"":""Boot""}",boot,12,17,140,225,233.5,146.0,0.06181818181818182,0.06557377049180328
image_file_42.jpg,275,183,9772,24,12,"{""name"":""rect"",""x"":239,""y"":39,""width"":18,""height"":8}","{""class_name"":""Hard_Hat""}",hard_hat,8,18,39,239,248.0,43.0,0.06545454545454546,0.04371584699453552
image_file_42.jpg,275,183,9772,24,13,"{""name"":""rect"",""x"":257,""y"":38,""width"":14,""height"":12}","{""class_name"":""Hard_Hat""}",hard_hat,12,14,38,257,264.0,44.0,0.05090909090909091,0.06557377049180328
image_file_42.jpg,275,183,9772,24,14,"{""name"":""rect"",""x"":195,""y"":1,""width"":28,""height"":18}","{""class_name"":""Hard_Hat""}",hard_hat,18,28,1,195,209.0,10.0,0.10181818181818182,0.09836065573770492
image_file_42.jpg,275,183,9772,24,15,"{""name"":""rect"",""x"":165,""y"":7,""width"":23,""height"":12}","{""class_name"":""Hard_Hat""}",hard_hat,12,23,7,165,176.5,13.0,0.08363636363636363,0.06557377049180328
image_file_42.jpg,275,183,9772,24,16,"{""name"":""rect"",""x"":80,""y"":124,""width"":10,""height"":7}","{""class_name"":""Boot""}",boot,7,10,124,80,85.0,127.5,0.03636363636363636,0.03825136612021858
image_file_42.jpg,275,183,9772,24,17,"{""name"":""rect"",""x"":104,""y"":125,""width"":15,""height"":9}","{""class_name"":""Boot""}",boot,9,15,125,104,111.5,129.5,0.05454545454545454,0.04918032786885246
image_file_42.jpg,275,183,9772,24,18,"{""name"":""rect"",""x"":82,""y"":76,""width"":14,""height"":11}","{""class_name"":""Hard_Hat""}",hard_hat,11,14,76,82,89.0,81.5,0.05090909090909091,0.060109289617486336
image_file_42.jpg,275,183,9772,24,19,"{""name"":""rect"",""x"":83,""y"":90,""width"":17,""height"":11}","{""class_name"":""Vest""}",vest,11,17,90,83,91.5,95.5,0.06181818181818182,0.060109289617486336
image_file_42.jpg,275,183,9772,24,20,"{""name"":""rect"",""x"":188,""y"":28,""width"":42,""height"":55}","{""class_name"":""Vest""}",vest,55,42,28,188,209.0,55.5,0.15272727272727274,0.3005464480874317
image_file_42.jpg,275,183,9772,24,21,"{""name"":""rect"",""x"":234,""y"":58,""width"":24,""height"":44}","{""class_name"":""Vest""}",vest,44,24,58,234,246.0,80.0,0.08727272727272728,0.24043715846994534
image_file_42.jpg,275,183,9772,24,22,"{""name"":""rect"",""x"":260,""y"":59,""width"":14,""height"":40}","{""class_name"":""Vest""}",vest,40,14,59,260,267.0,79.0,0.05090909090909091,0.2185792349726776
image_file_42.jpg,275,183,9772,24,23,"{""name"":""rect"",""x"":157,""y"":39,""width"":28,""height"":58}","{""class_name"":""Vest""}",vest,58,28,39,157,171.0,68.0,0.10181818181818182,0.31693989071038253
image_file_54.jpg,275,183,11422,1,0,"{""name"":""rect"",""x"":57,""y"":37,""width"":82,""height"":32}","{""class_name"":""Hard_Hat""}",hard_hat,32,82,37,57,98.0,53.0,0.29818181818181816,0.17486338797814208
image_file_90.jpg,180,280,5242,4,0,"{""name"":""rect"",""x"":78,""y"":18,""width"":31,""height"":20}","{""class_name"":""Hard_Hat""}",hard_hat,20,31,18,78,93.5,28.0,0.17222222222222222,0.07142857142857142
image_file_90.jpg,180,280,5242,4,1,"{""name"":""rect"",""x"":67,""y"":64,""width"":52,""height"":78}","{""class_name"":""Vest""}",vest,78,52,64,67,93.0,103.0,0.28888888888888886,0.2785714285714286
image_file_90.jpg,180,280,5242,4,2,"{""name"":""rect"",""x"":38,""y"":247,""width"":36,""height"":16}","{""class_name"":""Boot""}",boot,16,36,247,38,56.0,255.0,0.2,0.05714285714285714
image_file_90.jpg,180,280,5242,4,3,"{""name"":""rect"",""x"":92,""y"":248,""width"":27,""height"":22}","{""class_name"":""Boot""}",boot,22,27,248,92,105.5,259.0,0.15,0.07857142857142857
image_file_9.jpg,275,183,11229,4,0,"{""name"":""rect"",""x"":174,""y"":15,""width"":52,""height"":34}","{""class_name"":""Hard_Hat""}",hard_hat,34,52,15,174,200.0,32.0,0.1890909090909091,0.18579234972677597
image_file_9.jpg,275,183,11229,4,1,"{""name"":""rect"",""x"":168,""y"":75,""width"":68,""height"":106}","{""class_name"":""Vest""}",vest,106,68,75,168,202.0,128.0,0.24727272727272728,0.5792349726775956
image_file_9.jpg,275,183,11229,4,2,"{""name"":""rect"",""x"":82,""y"":85,""width"":14,""height"":24}","{""class_name"":""Vest""}",vest,24,14,85,82,89.0,97.0,0.05090909090909091,0.13114754098360656
image_file_9.jpg,275,183,11229,4,3,"{""name"":""rect"",""x"":119,""y"":84,""width"":10,""height"":17}","{""class_name"":""Vest""}",vest,17,10,84,119,124.0,92.5,0.03636363636363636,0.09289617486338798
image_file_119.jpg,259,194,9274,8,0,"{""name"":""rect"",""x"":37,""y"":76,""width"":17,""height"":8}","{""class_name"":""Hard_Hat""}",hard_hat,8,17,76,37,45.5,80.0,0.06563706563706563,0.041237113402061855
image_file_119.jpg,259,194,9274,8,1,"{""name"":""rect"",""x"":73,""y"":86,""width"":15,""height"":7}","{""class_name"":""Hard_Hat""}",hard_hat,7,15,86,73,80.5,89.5,0.05791505791505792,0.03608247422680412
image_file_119.jpg,259,194,9274,8,2,"{""name"":""rect"",""x"":111,""y"":91,""width"":18,""height"":11}","{""class_name"":""Hard_Hat""}",hard_hat,11,18,91,111,120.0,96.5,0.0694980694980695,0.05670103092783505
image_file_119.jpg,259,194,9274,8,3,"{""name"":""rect"",""x"":143,""y"":83,""width"":20,""height"":12}","{""class_name"":""Hard_Hat""}",hard_hat,12,20,83,143,153.0,89.0,0.07722007722007722,0.061855670103092786
image_file_119.jpg,259,194,9274,8,4,"{""name"":""rect"",""x"":28,""y"":101,""width"":27,""height"":54}","{""class_name"":""Vest""}",vest,54,27,101,28,41.5,128.0,0.10424710424710425,0.27835051546391754
image_file_119.jpg,259,194,9274,8,5,"{""name"":""rect"",""x"":63,""y"":107,""width"":46,""height"":47}","{""class_name"":""Vest""}",vest,47,46,107,63,86.0,130.5,0.1776061776061776,0.2422680412371134
image_file_119.jpg,259,194,9274,8,6,"{""name"":""rect"",""x"":106,""y"":111,""width"":32,""height"":54}","{""class_name"":""Vest""}",vest,54,32,111,106,122.0,138.0,0.12355212355212356,0.27835051546391754
image_file_119.jpg,259,194,9274,8,7,"{""name"":""rect"",""x"":141,""y"":109,""width"":35,""height"":47}","{""class_name"":""Vest""}",vest,47,35,109,141,158.5,132.5,0.13513513513513514,0.2422680412371134
image_file_82.jpg,201,251,9116,2,0,"{""name"":""rect"",""x"":122,""y"":163,""width"":28,""height"":16}","{""class_name"":""Boot""}",boot,16,28,163,122,136.0,171.0,0.13930348258706468,0.06374501992031872
image_file_82.jpg,201,251,9116,2,1,"{""name"":""rect"",""x"":16,""y"":74,""width"":20,""height"":16}","{""class_name"":""Hard_Hat""}",hard_hat,16,20,74,16,26.0,82.0,0.09950248756218906,0.06374501992031872
image_file_2.jpg,225,225,9197,2,0,"{""name"":""rect"",""x"":7,""y"":126,""width"":80,""height"":64}","{""class_name"":""Boot""}",boot,64,80,126,7,47.0,158.0,0.35555555555555557,0.28444444444444444
image_file_2.jpg,225,225,9197,2,1,"{""name"":""rect"",""x"":134,""y"":107,""width"":88,""height"":89}","{""class_name"":""Boot""}",boot,89,88,107,134,178.0,151.5,0.39111111111111113,0.39555555555555555
image_file_38.jpg,750,750,137161,3,0,"{""name"":""rect"",""x"":18,""y"":359,""width"":113,""height"":288}","{""class_name"":""Boot""}",boot,288,113,359,18,74.5,503.0,0.15066666666666667,0.384
